business_id,name,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
G_JKdNLy-0FQcKk18Aa21A,Hughes Federal Credit Union,Tucson,AZ,85716,32.23677,-110.925788,2.5,28,1,"Banks & Credit Unions, Financial Advising, Mortgage Brokers, Financial Services, Insurance, Real Estate, Home Services"
TUwY-iY9kHBSacPkzGvzIA,Franklin Mint Federal Credit Union,Media,PA,19063,39.918153,-75.3912152,1.5,7,1,"Banks & Credit Unions, Financial Services"
Bl9rU9JaLB_xTvYpllJcCw,Great Basin Federal Credit Union,Sparks,NV,89436,39.5830104,-119.740079,3.5,8,1,"Banks & Credit Unions, Financial Services"
Hcpt4m0Z0wPK3zbO9ii6rw,Lend A Check,Sparks,NV,89431,39.5428118,-119.7529943,4.0,5,1,"Financial Services, Banks & Credit Unions, Check Cashing/Pay-day Loans"
S7aSpY5VcuexPVDWd1SGAA,Bank of America Financial Center,Tucson,AZ,85743,32.355928676,-111.092369739,2.5,7,1,"Banks & Credit Unions, Real Estate, Financial Services, Home Services, Mortgage Brokers"
qIdJfQppCdD0ORRWH7tpyw,Southeast Financial Credit Union,Nashville,TN,37219,36.1680372,-86.7811228,2.0,10,1,"Financial Services, Banks & Credit Unions"
XNCWBhmbQwtFMs65INKm4Q,Chase Bank,Indianapolis,IN,46220,39.8690676009,-86.097368449,3.5,5,1,"Banks & Credit Unions, Financial Services"
PGDRRyplRKHAixBZSBLseA,Mountain America Credit Union,Sparks,NV,89436,39.5855117,-119.7329249,3.5,10,1,"Banks & Credit Unions, Financial Services"
vC4C3PvFEE2AnUwzaIMQKA,floridacentral Credit Union,Tampa,FL,33629,27.9312814,-82.5081623,1.5,22,1,"Home Services, Banks & Credit Unions, Financial Services, Real Estate, Mortgage Brokers, Financial Advising"
ggJXlslLYndvE7n3hgJBCQ,Capital One 360 Café,Wilmington,DE,19801,39.7496704,-75.5546354,4.0,5,0,"Financial Services, Food, Restaurants, Cafes, Banks & Credit Unions, Coffee & Tea"
Ff852WLwy5qyk9-9Sx0h8w,Chase Bank,Santa Barbara,CA,93109,34.4022276735,-119.7222659,2.5,7,0,"Banks & Credit Unions, Financial Services"
rNIb5eQtEHf8UvGCISvuYw,Instant Cash,Philadelphia,PA,19128,40.0357184,-75.2177592,5.0,6,1,"Banks & Credit Unions, Jewelry, Gold Buyers, Shopping, Pawn Shops, Financial Services"
Ym5Wa1WyzFl98PVuwOAQlg,Chase Bank,Metairie,LA,70005,30.001517,-90.138268,2.0,6,1,"Financial Services, Banks & Credit Unions"
7k2wRYCOlc2kXPBEMk6zsw,Citizens Bank,Upper Darby,PA,19082,39.960081,-75.286676,1.5,6,1,"Banks & Credit Unions, Financial Services"
Jzks9oxtgJlnskgGqQSvYQ,TD Bank,Mount Laurel,NJ,08054,39.9723383154,-74.8719523914,1.5,10,1,"Financial Services, Banks & Credit Unions"
1i78w_Du0UIgwnD7iFckQQ,Wells Fargo Bank,Philadelphia,PA,19148,39.9142544,-75.1526703,1.5,7,1,"Banks & Credit Unions, Financial Services"
v-zDsLgL_5mS2ce-C1wgPw,7th Level Mortgage,Cherry Hill,NJ,08034,39.911724,-75.001561,4.0,5,1,"Business Financing, Financial Services, Mortgage Brokers, Home Services, Mortgage Lenders, Real Estate, Banks & Credit Unions"
U4unTh0GnXSUJ8zgZkWv0A,Chase Bank,Tucson,AZ,85745,32.250189,-111.012284,3.5,5,1,"Banks & Credit Unions, Financial Services"
ZlbL-SRrh5B9s7LC97ibUA,Hancock Whitney,New Orleans,LA,70124,30.0047108,-90.1039394,2.0,7,1,"Financial Services, Banks & Credit Unions"
AoJNw7qP-FzdB6MgDYpiDw,Bank of America Financial Center,Pinellas Park,FL,33781,27.838916466,-82.702861441,2.5,7,1,"Banks & Credit Unions, Real Estate, Mortgage Brokers, Financial Services, Home Services"
74EX56P-uM5ZKIVlB4fe6Q,Chase Bank,Lutz,FL,33558,28.1284110073,-82.5053832159,3.5,5,1,"Financial Services, Banks & Credit Unions"
x3wGEEDsJjveBKEbQ2amIQ,PNC Bank,Fishers,IN,46037,39.9276149,-86.0245136,3.5,5,1,"Investing, Financial Services, Banks & Credit Unions, Real Estate, Mortgage Brokers, Home Services"
KFmyGXB4oW8JXw6qywhBYw,Citizens Bank,Philadelphia,PA,19107,39.9518101724,-75.1611398,1.5,8,1,"Financial Services, Banks & Credit Unions"
c-BcqFmVYa5IGLGHCsQDJA,Bank of the West,Sparks,NV,89434,39.5430145899,-119.7157871328,3.0,6,1,"Banks & Credit Unions, Financial Services"
c9xh7DfGTom0YSgZiBHPPQ,Heritage Bank of Nevada,Reno,NV,89502,39.501947,-119.800989,4.0,9,1,"Banks & Credit Unions, Financial Services"
4Xfot2NtGkaemcs56gfuiQ,Pyramid Federal Credit Union,Tucson,AZ,85747,32.1022174,-110.7719866,4.5,7,1,"Banks & Credit Unions, Financial Services"
sRCokMWcZKTbzfV5tgVXyg,Montecito Bank & Trust,Santa Barbara,CA,93105,34.4408537,-119.7470661,1.5,7,1,"Banks & Credit Unions, Financial Services"
YMRnoKYvzokKWUU0vW5DhQ,Chase Bank,Santa Barbara,CA,93105,34.440738,-119.745015,3.5,8,1,"Home Services, Mortgage Brokers, Banks & Credit Unions, Real Estate, Financial Services"
jYljcntUpRqMWjSktQKGpg,Bank of America Financial Center,O Fallon,IL,62269,38.592705,-89.932153,2.5,6,1,"Financial Services, Mortgage Brokers, Home Services, Real Estate, Banks & Credit Unions"
WnNtYpuxOtAjOY0leZLueg,Wells Fargo Bank,Reno,NV,89502,39.4765286,-119.780467,2.0,5,1,"Banks & Credit Unions, Financial Services"
txD3iYrslYxaoxrS0BaYWA,OneAZ Credit Union,Tucson,AZ,85719,32.2346212,-110.9571135,3.0,13,0,"Financial Services, Banks & Credit Unions"
ffeLo7gX6UcFDj-ep7Vw_Q,Chase Bank,Valrico,FL,33594,27.9372072,-82.2558758,2.5,7,1,"Financial Services, Banks & Credit Unions"
7Uyb1Xfa6qAZS_X1mhp6Lg,Union Savings Bank,Indianapolis,IN,46250,39.9045759,-86.0676958,2.5,15,1,"Financial Services, Commercial Real Estate, Banks & Credit Unions, Home Services, Mortgage Brokers, Real Estate"
JWvEFTjToXfHWV4YMWQegg,Bank of America Financial Center,Santa Barbara,CA,93101,34.420612492,-119.700302104,2.0,15,1,"Banks & Credit Unions, Real Estate, Home Services, Mortgage Brokers, Financial Services"
sTrHe42oUrfyuC6i9OHD2g,Suncoast Credit Union,St. Petersburg,FL,33705,27.7708201,-82.649318,3.5,11,1,"Banks & Credit Unions, Financial Services, Auto Loan Providers, Automotive, Investing"
9IU40oLn0-ylHMw3kbGN1Q,Bank of the West,Reno,NV,89509,39.4781315,-119.7929606,1.5,15,1,"Banks & Credit Unions, Financial Services"
CVvpl0kQhYlfryT5-cAsNw,Fortren Funding,Cherry Hill,NJ,08003,39.901508,-74.9614387,3.5,9,1,"Banks & Credit Unions, Mortgage Brokers, Real Estate, Home Services, Real Estate Services, Mortgage Lenders, Financial Services"
A33Bp0qss9FvHwZQtLMdlA,Cindy Wilson - State Farm Insurance Agent,Palm Harbor,FL,34683,28.092815,-82.772311,4.0,5,1,"Banks & Credit Unions, Auto Insurance, Insurance, Home & Rental Insurance, Financial Services, Life Insurance"
z7Wx0j1ME-EFvpxKDxFclQ,GTE Financial,St. Petersburg,FL,33713,27.805913,-82.695673,1.5,5,1,"Financial Services, Banks & Credit Unions"
zmPRS6bjajqsyeuRVi4TKA,Bank of America Financial Center,Tampa,FL,33615,27.9961904,-82.5755902,2.0,12,0,"Banks & Credit Unions, Mortgage Brokers, Home Services, Financial Services, Real Estate"
T6ZkThYOGO4IMzIOZ6ZEnw,Bank of America Financial Center,Nashville,TN,37209,36.13913901,-86.881253752,4.5,5,1,"Banks & Credit Unions, Financial Services"
Z7wXqTLTxSXazmoyxwYwhw,Police & Fire Federal Credit Union,Philadelphia,PA,19145,39.9087984,-75.1740095,3.5,7,1,"Banks & Credit Unions, Financial Services"
7YLfZwaMPZ4CvZPRk3_OPg,Wells Fargo Bank,Reno,NV,89512,39.5557895,-119.7835385,4.5,6,1,"Financial Services, Banks & Credit Unions"
4HCGZYor29tKP3LjtInuXA,PNC Bank,Saint Petersburg,FL,33709,27.806919518,-82.6995675266,2.5,5,1,"Financial Services, Home Services, Real Estate, Investing, Banks & Credit Unions, Mortgage Brokers"
QeAQXsXcTAwfrHZIXJLSrA,American Heritage Federal Credit Union,Royford,PA,19468,40.1976385,-75.5248433,4.0,5,1,"Financial Services, Banks & Credit Unions"
Md5JqMAGPLEaQBAdfOD7JA,First Missouri Credit Union,Saint Louis,MO,63125,38.5290097,-90.2909523,2.5,7,1,"Financial Services, Banks & Credit Unions"
xCsl_IqeTbaEvFBixFtdEA,Wells Fargo Bank,Haddonfield,NJ,08033,39.9007246,-75.0359476,4.0,5,1,"Financial Services, Banks & Credit Unions"
TAX9sFriCKBeigt-tJcKSg,Regions Bank,Saint Louis,MO,63139,38.597076416,-90.2930908203,1.0,6,0,"Banks & Credit Unions, Financial Services"
OOH4Y_7s_SpEexhmcyFfxw,Sun East Federal Credit Union,Aston,PA,19014,39.8577729,-75.4263243,1.0,20,1,"Financial Services, Banks & Credit Unions"
5OarnIh28l9Opx1qBYFkuA,Idaho Central Credit Union,Eagle,ID,83616,43.69487,-116.344511,3.5,6,1,"Banks & Credit Unions, Mortgage Lenders, Financial Services, Financial Advising"
kNZW3D7zOo2a26ghOGaaoQ,GTE Financial,Clearwater,FL,33761,28.0403066,-82.7389708,1.5,6,1,"Financial Services, Banks & Credit Unions"
G_fI6-Sgp-oSSG15GFkJ4w,TD Bank,Willingboro,NJ,08046,40.051976,-74.8932529,2.0,5,1,"Financial Services, Banks & Credit Unions"
bzSPa3kufXsA9cr-WMFngA,Bank of the West Sba,Reno,NV,89509,39.4781315,-119.7929606,1.5,6,1,"Financial Services, Banks & Credit Unions"
cQ6hlVWqcCZiTB4gWKfW9w,Grow Financial Federal Credit Union - Brandon,Tampa,FL,33511,27.9225629,-82.317739,2.0,8,1,"Banks & Credit Unions, Financial Services"
zhRwXJavf4jV0rlTBeSaUA,Commerce Bank,St. Louis,MO,63105,38.649985,-90.340164,2.5,5,1,"Real Estate, Mortgage Lenders, Home Services, Mortgage Brokers, Banks & Credit Unions, Financial Services"
fv_k4fq84Fsr0gPxBp1ZoA,Wells Fargo Bank,Reno,NV,89511,39.3948046,-119.7673496,3.0,7,1,"Financial Services, Banks & Credit Unions"
TL87w7aFerTUdapFA0W38A,GTE Financial,Hudson,FL,34667,28.3314112,-82.6991384,1.0,8,1,"Financial Services, Banks & Credit Unions"
Q8vGyn3j8WKVqXubxxSbOQ,Police And Fire Federal Credit Union,Philadelphia,PA,19151,39.9787673,-75.2712856,3.5,6,1,"Banks & Credit Unions, Financial Services"
W04rgbWgI3ksdEryiXdnhw,MetroPawn,Reno,NV,89502,39.4702197882,-119.7854412777,3.0,12,1,"Musical Instruments & Teachers, Shopping, Banks & Credit Unions, Jewelry, Check Cashing/Pay-day Loans, Guns & Ammo, Financial Services, Pawn Shops, Sporting Goods, Gold Buyers"
SGgIG1tHt54VQe0kTL7-zg,PNC Bank,Lansdowne,PA,19050,39.9395703351,-75.2727158368,3.5,5,1,"Banks & Credit Unions, Financial Services, Investing, Home Services, Real Estate, Auto Loan Providers, Mortgage Brokers, Automotive"
Tc6jFdoj2X3BtFa51PGqtg,Ardent Credit Union,Blue Bell,PA,19422,40.1672916,-75.2871993,3.5,6,1,"Banks & Credit Unions, Financial Services"
dx8VZzfCfO4IDxg0bsR7bg,National Bank of Arizona,Tucson,AZ,85718,32.2875715041,-110.9421366884,2.0,8,1,"Financial Services, Banks & Credit Unions"
-hCYpTjYJ5gSEYneEsKpiQ,Inspire Federal Credit Union,Bristol,PA,19007,40.1001827,-74.87013,2.5,18,1,"Banks & Credit Unions, Financial Services"
C3BG7J-F030aE_pzTagcww,Chase Bank,Tampa,FL,33618,28.062405,-82.50318,2.0,5,1,"Financial Services, Banks & Credit Unions"
oSzwBAJ1UtnLV380G80SWQ,GTE Financial,Tampa,FL,33609,27.9369564,-82.5067106,1.5,90,1,"Mortgage Brokers, Home Services, Real Estate, Banks & Credit Unions, Financial Services"
P7NV5uEWr9BmgFv3mn6Jfg,GTE Financial,New Port Richey,FL,34655,28.192422,-82.634914,2.0,5,1,"Financial Services, Banks & Credit Unions"
CfkaqrJmtlhhczXFyJe51Q,BBVA Compass,Tucson,AZ,85741,32.3447688,-111.0133276,2.5,6,1,"Banks & Credit Unions, Financial Services"
pYsc8AtDXRXKQ8kHVuXVUQ,Navy Federal Credit Union,Clearwater,FL,33760,27.9155573,-82.7253063,4.5,6,1,"Financial Services, Financial Advising, Home Services, Real Estate, Mortgage Brokers, Automotive, Auto Loan Providers, Mortgage Lenders, Banks & Credit Unions"
LwVoNT9P144BuPIeGZVFDw,Bank of America,Reno,NV,89502,39.4716065,-119.7874363,1.5,6,1,"Real Estate, Home Services, Banks & Credit Unions, Mortgage Brokers, Financial Services"
rmJt2wCN7UC6OFTPwVQGQQ,Td Bank,Philadelphia,PA,19147,39.9421228349,-75.1457252899,3.0,13,1,"Banks & Credit Unions, Financial Services"
u_5paGLgx4dHsl_iBYf2Ow,FORUM Credit Union,Fishers,IN,46037,39.9551297,-86.0047822,1.5,7,1,"Banks & Credit Unions, Mortgage Lenders, Financial Services, Financial Advising"
2_8WWNh317OiITHTgFLr3A,Suntrust,Nashville,TN,37206,36.1823153,-86.7493005,2.0,7,1,"Banks & Credit Unions, Financial Services, Home Services, Real Estate, Mortgage Brokers"
FytjlmBiEj-MiwuWxGM_eQ,Scott Credit Union,Fairview Heights,IL,62208,38.5931168,-89.9771714,3.0,8,1,"Mortgage Brokers, Real Estate, Banks & Credit Unions, Financial Services, Home Services"
dZJKNDdiBU7EpAxqsA4vZw,Citadel Credit Union,Springfield,PA,19064,39.9398898,-75.3492833,2.0,7,1,"Financial Services, Banks & Credit Unions"
2lbRIKtP8-28mXiM8HWdDw,United Federal Credit Union,Reno,NV,89502,39.5139296,-119.7748617,4.0,27,1,"Home Services, Real Estate, Banks & Credit Unions, Mortgage Brokers, Financial Services"
RWNBO38Q9qbfataCJYOpAQ,Commerce Bank,St. Louis,MO,63109,38.593965,-90.2975485,3.5,6,1,"Home Services, Mortgage Brokers, Real Estate, Financial Services, Banks & Credit Unions"
Uqt1G0GONM0fssrVRQeXKA,U.S. Bank Branch,Reno,NV,89523,39.5292646,-119.8796761,4.5,6,1,"Home Services, Banks & Credit Unions, Financial Advising, Financial Services, Real Estate, Mortgage Brokers"
utexzjycaPotf6L0kABsdw,Bank of America Financial Center,Philadelphia,PA,19131,40.0025023566,-75.22327716,3.5,7,1,"Banks & Credit Unions, Financial Services, Home Services, Real Estate, Mortgage Brokers"
7RftAQnoZh-YW6QZ_ACv5A,Golden 1 Credit Union,Goleta,CA,93117,34.4415907157,-119.8233720771,3.5,13,1,"Financial Services, Banks & Credit Unions"
k2w1yadyMUF0NKRjx23oGQ,Montecito Bank & Trust,Goleta,CA,93117,34.4304879,-119.870094,4.0,7,1,"Financial Services, Banks & Credit Unions"
TgrWD2h-dMFgSEl6In3dyQ,Td Banknorth Na,Cherry Hill,NJ,08034,39.9291926,-74.992723,1.5,6,1,"Banks & Credit Unions, Financial Services"
y4Aw_TAox_6RPgE_x_TK1g,Pyramid Federal Credit Union,Tucson,AZ,85705,32.287821,-110.979124,2.5,5,1,"Banks & Credit Unions, Financial Services"
T2Lsvx4pdHKUsy5FA45VuQ,Bank of America Financial Center,Tampa,FL,33626,28.070402005,-82.6321756,3.0,5,1,"Banks & Credit Unions, Financial Services, Home Services, Real Estate, Mortgage Brokers"
oi5pA2QbC7An6uLuLMuVMw,Wells Fargo Bank,Philadelphia,PA,19102,39.951199,-75.1658377,4.0,6,1,"Banks & Credit Unions, Financial Services"
dVyTg965DmxvRRd_zImzbg,Bank of the West,Tucson,AZ,85712,32.2648616,-110.8929645,2.0,6,1,"Financial Services, Banks & Credit Unions"
EaW9a8K_CTAiEP2EEFdUfA,Heritage Bank of Nevada,Reno,NV,89521,39.4198358,-119.7555809,2.5,12,1,"Real Estate, Banks & Credit Unions, Mortgage Brokers, Financial Services, Home Services"
wbbXIXBuKKvNGxhcW074YA,Bank of America Financial Center,Sparks,NV,89431,39.546039041,-119.780437,2.0,7,1,"Banks & Credit Unions, Financial Services, Home Services, Mortgage Brokers, Real Estate"
vlS9q-fRhExWy1yt6xJz0w,Bank of America Financial Center,Conshohocken,PA,19428,40.076523059,-75.303351144,2.0,5,1,"Financial Services, Banks & Credit Unions"
E13foSRTUHkayJ41JDtHzA,Commerce Bank,Saint Charles,MO,63301,38.7838974,-90.4966005,1.5,10,1,"Banks & Credit Unions, Real Estate, Mortgage Brokers, Financial Services, Home Services, Investing"
XWbZBfrf6-124Y1J2aFqIg,Wells Fargo Bank,Tucson,AZ,85705,32.2724466,-110.9923359,2.5,7,1,"Financial Services, Banks & Credit Unions"
dBcGhNb2krlhox7Go00new,Achieva Credit Union,Clearwater,FL,33765,27.9675137,-82.7455343,2.5,9,1,"Banks & Credit Unions, Financial Services"
UloThY--fO-XHeoQ2Ha3Rg,American Momentum Bank,Tampa,FL,33609,27.9433074242,-82.5260336908,2.0,5,1,"Banks & Credit Unions, Financial Services"
fu1nhn2ARcgww-fdjwUvIQ,U.S. Bank Branch,St. Louis,MO,63108,38.6412873,-90.2507463,2.5,6,1,"Banks & Credit Unions, Financial Services, Mortgage Brokers, Financial Advising, Real Estate, Home Services"
0yirL_BZwywuACMaoDPAbQ,Chase Bank,Tucson,AZ,85741,32.336961,-111.047551,2.0,6,1,"Banks & Credit Unions, Financial Services"
066eypbbhakYjDnlCgiyXg,Vantage West Credit Union,Tucson,AZ,85704,32.3525,-110.977969,2.0,9,1,"Banks & Credit Unions, Financial Services"
dMd8fhUmYYHT-9_rBCRBrA,Freedom Credit Union,Warminster,PA,18974,40.1984747,-75.081282,2.0,18,0,"Financial Services, Banks & Credit Unions"
mrKLhyGt4trpoiA6Jn3I-g,U.S. Bank Branch,Reno,NV,89501,39.5221280312,-119.8109861021,3.5,11,1,"Banks & Credit Unions, Financial Services, Home Services, Financial Advising, Real Estate, Mortgage Brokers"
pSP8Wu0AsORY1YQuTdgKxg,SunWest Credit Union,Tucson,AZ,85719,32.2729465,-110.946136,5.0,5,1,"Financial Services, Banks & Credit Unions"
2Uomz5XjAeqr0-e_lFq60g,Td Bank,Oaklyn,NJ,08107,39.8982492944,-75.0732671097,2.5,8,1,"Banks & Credit Unions, Financial Services"
OJAyVKXdfvlZv2AUuwuhMA,Louviers Federal Credit Union,Newark,DE,19711,39.705937,-75.684859,1.5,6,1,"Financial Services, Banks & Credit Unions"
LqFDW77RlVTHSS1qBEyq4A,TruMark Financial Credit Union,Wayne,PA,19087,40.073275,-75.431559,3.0,5,1,"Financial Services, Financial Advising, Banks & Credit Unions"
8odPFY0FaBIYEC_ve4mhkg,First Republic Bank,Santa Barbara,CA,93101,34.4236552814,-119.7044276846,5.0,8,1,"Financial Advising, Banks & Credit Unions, Mortgage Brokers, Financial Services, Home Services, Investing, Real Estate"
aUDHsv4J9BPxo5ZaYnoAKg,Chase Bank,Reno,NV,89511,39.3936277572,-119.7661890379,4.0,10,1,"Banks & Credit Unions, Financial Services"
gGrL6O7HKyghr-gqKYePUQ,TD Bank,Philadelphia,PA,19131,40.0078466,-75.2121057,3.0,9,1,"Financial Services, Banks & Credit Unions"
BBC30K3UjH1K4DLuF7dKhw,Republic Bank,Cherry Hill,NJ,08034,39.91208,-75.002736,2.5,9,1,"Banks & Credit Unions, Financial Services"
gn44fzqT4LSuBCnTU-J2Aw,U.S. Bank Branch,Nashville,TN,37203,36.1522148,-86.7942949,2.0,8,1,"Home Services, Financial Advising, Banks & Credit Unions, Real Estate, Mortgage Brokers, Financial Services"
fdSTabouuI9eAPXlJuK1XA,Suncoast Credit Union,Holiday,FL,34691,28.209087,-82.738114,3.0,6,1,"Banks & Credit Unions, Financial Services, Investing, Automotive, Auto Loan Providers"
8XDIA0Ro9VWF7QSOJf6InQ,OnPath Federal Credit Union,New Orleans,LA,70115,29.9266634,-90.0909833,2.5,15,1,"Financial Services, Banks & Credit Unions"
S_vWHU4cr5gk8PuaKJEZhw,Tucson Federal Credit Union,Tucson,AZ,85715,32.2363462,-110.9114379,1.5,32,1,"Financial Services, Banks & Credit Unions"
5jSf0jg4TlZPSb9_7jZB0g,Wells Fargo Bank,Tucson,AZ,85704,32.3352377,-110.9767636,2.5,7,1,"Banks & Credit Unions, Financial Services"
OHSXdTFepfAsEqXgz_xXGA,Bank of America Financial Center,Tucson,AZ,85719,32.259111676,-110.944261364,1.5,17,1,"Banks & Credit Unions, Financial Services"
RgQswfN0mO0MljUgsp-W6g,Wells Fargo Bank,Sun Valley,NV,89433,39.5914332,-119.780114,1.5,6,1,"Banks & Credit Unions, Financial Services"
i3LKcJiJ-7BTGdZxCKR-Cg,Regions Bank,Saint Louis,MO,63101,38.6266467,-90.1926536,1.0,5,1,"Banks & Credit Unions, Financial Services"
oL1J7Tuwo0T9Z_i6bHLO-w,Bank of America Financial Center,Tampa,FL,33609,27.945152362,-82.524566093,2.0,8,1,"Banks & Credit Unions, Financial Services, Mortgage Brokers, Real Estate, Home Services"
U6S3EoQ_FsgsYWXU47s5Tg,FORUM Credit Union,Indianapolis,IN,46204,39.7692172,-86.1587224,4.0,5,1,"Financial Services, Banks & Credit Unions, Mortgage Lenders, Investing"
aH25XtAEbdrmnvxqt4W6ZQ,Chase Bank,Carpinteria,CA,93013,34.395571,-119.513601,4.0,6,1,"Banks & Credit Unions, Financial Services"
9IeYa2pX0DFUdHxMuuHcXQ,Chase Bank,Tarpon Springs,FL,34689,28.1466531,-82.741465,3.5,7,1,"Banks & Credit Unions, Financial Services"
KAMHyN3Ww_ywq2_Neqkw8g,Bank of America Financial Center,Smyrna,TN,37167,35.984897006,-86.553124047,2.5,6,1,"Mortgage Brokers, Home Services, Financial Services, Banks & Credit Unions, Real Estate"
pkc3G9rUGLlNSRrxskGwtA,First Tennessee Bank,Nashville,TN,37206,36.1770994,-86.7517391,2.5,6,0,"Banks & Credit Unions, Financial Services"
iUbEzrvaq74ET-SAEayRzw,TD Bank,Philadelphia,PA,19135,40.0311211,-75.0532889,3.0,6,1,"Banks & Credit Unions, Financial Services"
jiORHsSVMCDIZDe8unHtAg,Bank of America Financial Center,Wilmington,DE,19803,39.828386115,-75.54365,1.5,7,1,"Financial Services, Banks & Credit Unions"
x4B5D2D8ZMzv5djl1-gD2w,TD Bank,Philadelphia,PA,19102,39.953849,-75.165972,3.5,7,1,"Banks & Credit Unions, Financial Services"
8_uqirklxCt1uTlsmkKyeg,Fifth Third Bank,Nashville,TN,37212,36.1381052,-86.7993182,2.0,8,1,"Financial Services, Banks & Credit Unions"
wEPRHKRDD6VVdFw6osndcQ,Wells Fargo Bank,Brandon,FL,33511,27.922682000000002,-82.323494,2.5,7,1,"Financial Services, Banks & Credit Unions"
eFDjEFlCCM8i6ZQiXm14HQ,Wells Fargo Bank,Sparks,NV,89436,39.5769453,-119.7234876,2.5,29,1,"Banks & Credit Unions, Financial Services"
9U78lz_T8OXrnQW1TYwz5g,CapEd Credit Union,Boise,ID,83709,43.603769,-116.274932,2.0,13,1,"Mortgage Lenders, Banks & Credit Unions, Financial Services"
Px5KQJYrYa3Qx6pSl4CEig,The Palace Jewelry & Loan,Reno,NV,89501,39.5291199,-119.8137852,4.5,59,1,"Shopping, Financial Services, Local Services, Sporting Goods, Jewelry, Guns & Ammo, Pawn Shops, Banks & Credit Unions, Check Cashing/Pay-day Loans, Watch Repair, Jewelry Repair"
