business_id,date,hour,time
-ENIvUeumwfMA-c10TYm0w,2012-11-13,18,18:03:21
-ENIvUeumwfMA-c10TYm0w,2013-01-10,21,21:14:30
-ENIvUeumwfMA-c10TYm0w,2013-02-01,22,22:57:23
-ENIvUeumwfMA-c10TYm0w,2013-03-03,19,19:24:42
-ENIvUeumwfMA-c10TYm0w,2013-09-28,17,17:40:51
-ENIvUeumwfMA-c10TYm0w,2015-03-24,0,00:51:41
-ENIvUeumwfMA-c10TYm0w,2016-03-06,1,01:02:35
-GrNTC-lK9s6aTknOBBVMw,2013-09-12,21,21:07:15
-GrNTC-lK9s6aTknOBBVMw,2013-10-12,18,18:01:24
-GrNTC-lK9s6aTknOBBVMw,2013-11-29,17,17:00:27
-GrNTC-lK9s6aTknOBBVMw,2014-04-17,15,15:53:46
-GrNTC-lK9s6aTknOBBVMw,2014-09-12,20,20:26:03
-GrNTC-lK9s6aTknOBBVMw,2020-08-31,20,20:35:27
-JWVHrc63I-3KXOGxWYWlA,2014-07-18,2,02:12:15
-JWVHrc63I-3KXOGxWYWlA,2015-12-11,16,16:27:02
-JWVHrc63I-3KXOGxWYWlA,2018-11-09,20,20:59:19
-JWVHrc63I-3KXOGxWYWlA,2019-03-05,20,20:58:37
-JWVHrc63I-3KXOGxWYWlA,2019-11-30,17,17:03:11
-JWVHrc63I-3KXOGxWYWlA,2019-12-28,15,15:53:33
-JWVHrc63I-3KXOGxWYWlA,2020-01-03,21,21:47:29
-PHMBu7ig7rQrs0HavxYAg,2010-11-08,18,18:18:01
-PHMBu7ig7rQrs0HavxYAg,2011-03-29,20,20:26:51
-PHMBu7ig7rQrs0HavxYAg,2011-05-05,19,19:01:58
-PHMBu7ig7rQrs0HavxYAg,2011-05-17,18,18:21:23
-PHMBu7ig7rQrs0HavxYAg,2011-06-01,20,20:54:11
-PHMBu7ig7rQrs0HavxYAg,2011-06-16,20,20:03:23
-PHMBu7ig7rQrs0HavxYAg,2011-07-07,20,20:58:06
-PHMBu7ig7rQrs0HavxYAg,2011-09-20,20,20:32:28
-PHMBu7ig7rQrs0HavxYAg,2011-10-18,19,19:51:49
-PHMBu7ig7rQrs0HavxYAg,2011-10-25,23,23:03:05
-PHMBu7ig7rQrs0HavxYAg,2011-11-18,23,23:42:45
-PHMBu7ig7rQrs0HavxYAg,2012-03-19,19,19:18:31
-PHMBu7ig7rQrs0HavxYAg,2012-03-30,16,16:38:32
-PHMBu7ig7rQrs0HavxYAg,2012-04-05,20,20:37:43
-PHMBu7ig7rQrs0HavxYAg,2012-04-20,19,19:05:36
-PHMBu7ig7rQrs0HavxYAg,2012-05-16,19,19:17:10
-PHMBu7ig7rQrs0HavxYAg,2012-05-30,21,21:29:32
-PHMBu7ig7rQrs0HavxYAg,2012-07-12,20,20:25:23
-PHMBu7ig7rQrs0HavxYAg,2012-07-31,18,18:10:12
-PHMBu7ig7rQrs0HavxYAg,2012-10-08,20,20:22:01
-PHMBu7ig7rQrs0HavxYAg,2012-10-10,18,18:44:45
-PHMBu7ig7rQrs0HavxYAg,2012-10-15,21,21:13:14
-PHMBu7ig7rQrs0HavxYAg,2012-10-31,20,20:38:38
-PHMBu7ig7rQrs0HavxYAg,2012-11-13,19,19:05:45
-PHMBu7ig7rQrs0HavxYAg,2012-11-27,21,21:07:09
-PHMBu7ig7rQrs0HavxYAg,2012-12-03,17,17:45:06
-PHMBu7ig7rQrs0HavxYAg,2012-12-09,23,23:59:39
-PHMBu7ig7rQrs0HavxYAg,2013-01-10,1,01:16:58
-PHMBu7ig7rQrs0HavxYAg,2013-01-14,17,17:20:10
-PHMBu7ig7rQrs0HavxYAg,2013-01-19,1,01:52:14
-PHMBu7ig7rQrs0HavxYAg,2013-02-06,20,20:40:05
-PHMBu7ig7rQrs0HavxYAg,2013-03-09,23,23:18:56
-PHMBu7ig7rQrs0HavxYAg,2013-03-20,14,14:19:14
-PHMBu7ig7rQrs0HavxYAg,2013-04-19,22,22:14:13
-PHMBu7ig7rQrs0HavxYAg,2013-07-16,3,03:49:49
-PHMBu7ig7rQrs0HavxYAg,2013-12-06,19,19:15:17
-PHMBu7ig7rQrs0HavxYAg,2013-12-26,16,16:07:19
-PHMBu7ig7rQrs0HavxYAg,2014-01-03,16,16:00:04
-PHMBu7ig7rQrs0HavxYAg,2014-01-09,19,19:17:01
-Q907y-mgLRlUN5Nb5Xygw,2011-04-22,17,17:51:04
-Q907y-mgLRlUN5Nb5Xygw,2011-07-02,16,16:57:48
-Q907y-mgLRlUN5Nb5Xygw,2011-07-09,2,02:18:36
-Q907y-mgLRlUN5Nb5Xygw,2011-07-10,17,17:57:26
-Q907y-mgLRlUN5Nb5Xygw,2011-07-15,18,18:03:10
-Q907y-mgLRlUN5Nb5Xygw,2011-07-22,18,18:03:19
-Q907y-mgLRlUN5Nb5Xygw,2011-08-05,13,13:03:26
-Q907y-mgLRlUN5Nb5Xygw,2011-08-05,18,18:03:50
-Q907y-mgLRlUN5Nb5Xygw,2011-08-06,2,02:05:02
-Q907y-mgLRlUN5Nb5Xygw,2011-08-10,18,18:37:47
-Q907y-mgLRlUN5Nb5Xygw,2011-08-11,16,16:10:34
-Q907y-mgLRlUN5Nb5Xygw,2011-08-11,20,20:56:38
-Q907y-mgLRlUN5Nb5Xygw,2011-08-12,7,07:16:23
-Q907y-mgLRlUN5Nb5Xygw,2011-08-12,18,18:48:29
-Q907y-mgLRlUN5Nb5Xygw,2011-08-13,17,17:47:01
-Q907y-mgLRlUN5Nb5Xygw,2011-08-13,17,17:54:36
-Q907y-mgLRlUN5Nb5Xygw,2011-08-16,2,02:27:31
-Q907y-mgLRlUN5Nb5Xygw,2011-08-16,6,06:53:38
-Q907y-mgLRlUN5Nb5Xygw,2011-08-16,11,11:52:59
-Q907y-mgLRlUN5Nb5Xygw,2011-08-16,17,17:59:25
-Q907y-mgLRlUN5Nb5Xygw,2011-08-18,1,01:38:21
-Q907y-mgLRlUN5Nb5Xygw,2011-08-20,2,02:07:24
-Q907y-mgLRlUN5Nb5Xygw,2011-08-20,3,03:07:21
-Q907y-mgLRlUN5Nb5Xygw,2011-08-20,9,09:05:17
-Q907y-mgLRlUN5Nb5Xygw,2011-08-21,7,07:00:14
-Q907y-mgLRlUN5Nb5Xygw,2011-08-26,16,16:37:59
-Q907y-mgLRlUN5Nb5Xygw,2011-08-26,22,22:25:19
-Q907y-mgLRlUN5Nb5Xygw,2011-08-26,23,23:57:07
-Q907y-mgLRlUN5Nb5Xygw,2011-08-27,2,02:41:06
-Q907y-mgLRlUN5Nb5Xygw,2011-08-27,4,04:52:52
-Q907y-mgLRlUN5Nb5Xygw,2011-08-27,17,17:08:29
-Q907y-mgLRlUN5Nb5Xygw,2011-08-27,19,19:41:04
-Q907y-mgLRlUN5Nb5Xygw,2011-08-28,23,23:58:13
-Q907y-mgLRlUN5Nb5Xygw,2011-08-29,10,10:05:09
-Q907y-mgLRlUN5Nb5Xygw,2011-08-29,23,23:32:17
-Q907y-mgLRlUN5Nb5Xygw,2011-08-31,1,01:05:02
-Q907y-mgLRlUN5Nb5Xygw,2011-09-06,20,20:02:35
-Q907y-mgLRlUN5Nb5Xygw,2011-09-08,18,18:57:54
-Q907y-mgLRlUN5Nb5Xygw,2011-09-09,14,14:30:45
-Q907y-mgLRlUN5Nb5Xygw,2011-09-12,20,20:18:04
-Q907y-mgLRlUN5Nb5Xygw,2011-09-20,5,05:59:22
-Q907y-mgLRlUN5Nb5Xygw,2012-04-07,21,21:54:02
-Q907y-mgLRlUN5Nb5Xygw,2012-06-19,16,16:43:52
-Q907y-mgLRlUN5Nb5Xygw,2013-08-01,19,19:06:09
-Q907y-mgLRlUN5Nb5Xygw,2013-08-02,19,19:09:12
-Q907y-mgLRlUN5Nb5Xygw,2013-08-16,20,20:10:30
-Q907y-mgLRlUN5Nb5Xygw,2013-09-06,22,22:26:23
-Q907y-mgLRlUN5Nb5Xygw,2013-10-12,20,20:10:04
-Q907y-mgLRlUN5Nb5Xygw,2013-11-02,19,19:53:35
-Q907y-mgLRlUN5Nb5Xygw,2014-02-05,21,21:35:41
-Q907y-mgLRlUN5Nb5Xygw,2014-02-14,13,13:05:43
-Q907y-mgLRlUN5Nb5Xygw,2014-04-21,20,20:16:02
-Q907y-mgLRlUN5Nb5Xygw,2014-07-03,20,20:28:28
-Q907y-mgLRlUN5Nb5Xygw,2014-07-09,18,18:06:01
-Q907y-mgLRlUN5Nb5Xygw,2014-11-10,22,22:03:40
-Q907y-mgLRlUN5Nb5Xygw,2015-01-29,2,02:31:37
-Q907y-mgLRlUN5Nb5Xygw,2015-02-08,0,00:26:10
-Q907y-mgLRlUN5Nb5Xygw,2015-05-06,20,20:03:15
-Q907y-mgLRlUN5Nb5Xygw,2015-06-17,0,00:07:01
-Q907y-mgLRlUN5Nb5Xygw,2017-02-13,2,02:50:17
-Q907y-mgLRlUN5Nb5Xygw,2020-01-18,17,17:53:49
-U6SPnTxLtAGiWefAPOccQ,2011-03-07,23,23:22:43
-U6SPnTxLtAGiWefAPOccQ,2011-03-10,14,14:19:47
-U6SPnTxLtAGiWefAPOccQ,2016-02-29,19,19:59:26
-dGp0VglHd542xsYKkt56w,2013-05-28,18,18:49:56
-dGp0VglHd542xsYKkt56w,2013-12-13,21,21:08:01
-dGp0VglHd542xsYKkt56w,2013-12-13,21,21:08:22
-dGp0VglHd542xsYKkt56w,2014-04-13,15,15:54:44
-dGp0VglHd542xsYKkt56w,2014-04-13,15,15:56:02
-dGp0VglHd542xsYKkt56w,2015-12-11,23,23:25:43
-dGp0VglHd542xsYKkt56w,2017-02-27,22,22:05:07
-hCYpTjYJ5gSEYneEsKpiQ,2011-04-30,12,12:50:48
-hCYpTjYJ5gSEYneEsKpiQ,2012-09-26,14,14:00:51
-hCYpTjYJ5gSEYneEsKpiQ,2013-04-09,20,20:03:48
-hCYpTjYJ5gSEYneEsKpiQ,2013-08-28,14,14:43:24
-hCYpTjYJ5gSEYneEsKpiQ,2013-11-20,2,02:28:33
-hCYpTjYJ5gSEYneEsKpiQ,2015-09-03,14,14:07:09
-hCYpTjYJ5gSEYneEsKpiQ,2015-09-12,18,18:04:29
-hCYpTjYJ5gSEYneEsKpiQ,2015-09-14,17,17:44:11
-hCYpTjYJ5gSEYneEsKpiQ,2015-09-18,5,05:52:01
-hCYpTjYJ5gSEYneEsKpiQ,2015-09-24,17,17:10:57
-hCYpTjYJ5gSEYneEsKpiQ,2015-10-20,6,06:01:49
-hCYpTjYJ5gSEYneEsKpiQ,2016-01-16,18,18:44:45
-hCYpTjYJ5gSEYneEsKpiQ,2016-01-19,15,15:56:09
-hCYpTjYJ5gSEYneEsKpiQ,2016-02-23,1,01:18:36
-hCYpTjYJ5gSEYneEsKpiQ,2016-10-03,22,22:40:58
-hCYpTjYJ5gSEYneEsKpiQ,2016-12-13,5,05:31:43
-hCYpTjYJ5gSEYneEsKpiQ,2017-03-25,15,15:03:53
-hCYpTjYJ5gSEYneEsKpiQ,2017-06-02,0,00:46:56
-hCYpTjYJ5gSEYneEsKpiQ,2018-05-05,23,23:41:06
-jWePOGgNdYRgz2AzzZEGQ,2012-12-20,5,05:24:18
-jWePOGgNdYRgz2AzzZEGQ,2012-12-21,20,20:54:53
-jWePOGgNdYRgz2AzzZEGQ,2012-12-29,15,15:03:33
-jWePOGgNdYRgz2AzzZEGQ,2013-01-06,18,18:50:02
-jWePOGgNdYRgz2AzzZEGQ,2013-07-12,18,18:58:38
-jWePOGgNdYRgz2AzzZEGQ,2013-10-11,16,16:53:31
-jWePOGgNdYRgz2AzzZEGQ,2014-05-21,15,15:05:11
-jWePOGgNdYRgz2AzzZEGQ,2014-06-03,19,19:42:51
-jWePOGgNdYRgz2AzzZEGQ,2014-10-03,21,21:34:48
-jWePOGgNdYRgz2AzzZEGQ,2014-11-08,15,15:31:52
-jWePOGgNdYRgz2AzzZEGQ,2014-11-08,16,16:18:10
-jWePOGgNdYRgz2AzzZEGQ,2014-11-29,15,15:51:02
-jWePOGgNdYRgz2AzzZEGQ,2014-12-23,21,21:05:30
-jWePOGgNdYRgz2AzzZEGQ,2015-01-14,20,20:32:30
-jWePOGgNdYRgz2AzzZEGQ,2015-04-01,16,16:22:28
-jWePOGgNdYRgz2AzzZEGQ,2015-04-17,17,17:22:33
-jWePOGgNdYRgz2AzzZEGQ,2015-07-14,17,17:29:29
-jWePOGgNdYRgz2AzzZEGQ,2015-12-29,21,21:50:20
-jWePOGgNdYRgz2AzzZEGQ,2016-01-23,15,15:38:43
-jWePOGgNdYRgz2AzzZEGQ,2016-05-18,20,20:28:42
-jWePOGgNdYRgz2AzzZEGQ,2016-09-12,13,13:51:48
-jWePOGgNdYRgz2AzzZEGQ,2016-10-01,17,17:58:31
-jWePOGgNdYRgz2AzzZEGQ,2016-12-05,18,18:30:43
-jWePOGgNdYRgz2AzzZEGQ,2017-04-29,17,17:37:19
-jWePOGgNdYRgz2AzzZEGQ,2017-05-08,14,14:55:29
-jWePOGgNdYRgz2AzzZEGQ,2017-05-08,17,17:27:34
-jWePOGgNdYRgz2AzzZEGQ,2018-02-15,21,21:28:13
-jWePOGgNdYRgz2AzzZEGQ,2018-04-10,19,19:02:43
-jWePOGgNdYRgz2AzzZEGQ,2018-07-20,18,18:31:40
-jWePOGgNdYRgz2AzzZEGQ,2018-11-27,17,17:12:03
-jWePOGgNdYRgz2AzzZEGQ,2019-08-23,13,13:03:58
-jWePOGgNdYRgz2AzzZEGQ,2019-11-15,18,18:29:44
-jWePOGgNdYRgz2AzzZEGQ,2020-05-13,16,16:15:34
-jWePOGgNdYRgz2AzzZEGQ,2020-09-21,20,20:49:09
-jWePOGgNdYRgz2AzzZEGQ,2020-11-10,17,17:36:55
-jWePOGgNdYRgz2AzzZEGQ,2021-09-30,13,13:01:12
-jWePOGgNdYRgz2AzzZEGQ,2021-10-07,17,17:54:16
-jWePOGgNdYRgz2AzzZEGQ,2022-01-14,16,16:56:47
-rFLoxNhnJqQFcdxzcllDQ,2020-04-21,20,20:21:19
-rFLoxNhnJqQFcdxzcllDQ,2020-07-22,12,12:57:41
-sklwqSRVRKfc53iQL02iw,2010-08-25,18,18:32:38
-sklwqSRVRKfc53iQL02iw,2011-05-12,18,18:08:26
-sklwqSRVRKfc53iQL02iw,2011-06-03,22,22:13:03
-sklwqSRVRKfc53iQL02iw,2011-06-24,23,23:51:56
-sklwqSRVRKfc53iQL02iw,2011-06-27,19,19:40:52
-sklwqSRVRKfc53iQL02iw,2011-07-01,22,22:38:17
-sklwqSRVRKfc53iQL02iw,2011-11-09,23,23:49:04
-sklwqSRVRKfc53iQL02iw,2011-12-31,0,00:03:15
-sklwqSRVRKfc53iQL02iw,2012-01-27,23,23:47:57
-sklwqSRVRKfc53iQL02iw,2012-03-11,1,01:32:03
-sklwqSRVRKfc53iQL02iw,2012-03-16,19,19:24:06
-sklwqSRVRKfc53iQL02iw,2012-04-30,15,15:31:09
-sklwqSRVRKfc53iQL02iw,2012-05-11,22,22:45:42
-sklwqSRVRKfc53iQL02iw,2012-09-13,21,21:23:37
-sklwqSRVRKfc53iQL02iw,2013-08-05,17,17:02:02
-sklwqSRVRKfc53iQL02iw,2013-08-16,22,22:20:59
-sklwqSRVRKfc53iQL02iw,2013-09-12,18,18:30:43
-sklwqSRVRKfc53iQL02iw,2013-10-20,1,01:07:39
-sklwqSRVRKfc53iQL02iw,2014-06-22,20,20:45:12
-sklwqSRVRKfc53iQL02iw,2014-06-27,21,21:44:50
-sklwqSRVRKfc53iQL02iw,2015-09-15,19,19:39:15
-sklwqSRVRKfc53iQL02iw,2015-12-01,21,21:40:03
-sklwqSRVRKfc53iQL02iw,2016-01-12,17,17:43:49
-sklwqSRVRKfc53iQL02iw,2016-04-28,23,23:24:28
-sklwqSRVRKfc53iQL02iw,2016-06-08,17,17:04:05
-sklwqSRVRKfc53iQL02iw,2018-08-18,22,22:57:00
-sklwqSRVRKfc53iQL02iw,2019-02-20,20,20:55:53
-sklwqSRVRKfc53iQL02iw,2020-02-03,19,19:30:07
-sklwqSRVRKfc53iQL02iw,2021-03-04,14,14:24:07
-sklwqSRVRKfc53iQL02iw,2021-04-23,14,14:25:25
-sklwqSRVRKfc53iQL02iw,2021-05-17,14,14:21:03
-sklwqSRVRKfc53iQL02iw,2021-06-03,14,14:38:37
0028VnSM-XFuS7CHFqegRA,2013-10-09,17,17:34:58
0028VnSM-XFuS7CHFqegRA,2014-04-22,20,20:34:09
02nnU52BBCgHzr7XfugPjQ,2012-03-20,22,22:04:07
02nnU52BBCgHzr7XfugPjQ,2012-04-02,18,18:38:59
02nnU52BBCgHzr7XfugPjQ,2012-04-12,18,18:38:49
02nnU52BBCgHzr7XfugPjQ,2012-06-01,18,18:24:10
02nnU52BBCgHzr7XfugPjQ,2012-06-08,17,17:44:07
02nnU52BBCgHzr7XfugPjQ,2013-08-09,23,23:14:40
02nnU52BBCgHzr7XfugPjQ,2014-05-07,21,21:05:39
02nnU52BBCgHzr7XfugPjQ,2016-02-12,23,23:03:22
02nnU52BBCgHzr7XfugPjQ,2016-02-18,1,01:39:21
02nnU52BBCgHzr7XfugPjQ,2018-12-01,17,17:17:17
066eypbbhakYjDnlCgiyXg,2018-05-16,22,22:05:56
066eypbbhakYjDnlCgiyXg,2019-04-15,19,19:36:45
066eypbbhakYjDnlCgiyXg,2019-04-23,17,17:27:28
06r1RV5YgiMyVopdR3ubYw,2012-10-29,14,14:39:13
06r1RV5YgiMyVopdR3ubYw,2012-12-20,20,20:40:36
06r1RV5YgiMyVopdR3ubYw,2013-03-28,16,16:35:33
06r1RV5YgiMyVopdR3ubYw,2013-04-26,4,04:29:23
06r1RV5YgiMyVopdR3ubYw,2013-06-07,3,03:34:17
06r1RV5YgiMyVopdR3ubYw,2014-01-07,23,23:35:44
06r1RV5YgiMyVopdR3ubYw,2014-02-11,23,23:42:08
06r1RV5YgiMyVopdR3ubYw,2014-02-20,17,17:48:17
06r1RV5YgiMyVopdR3ubYw,2014-03-01,22,22:20:23
06r1RV5YgiMyVopdR3ubYw,2014-05-01,4,04:05:33
06r1RV5YgiMyVopdR3ubYw,2014-09-01,21,21:49:13
06r1RV5YgiMyVopdR3ubYw,2014-11-22,3,03:13:03
06r1RV5YgiMyVopdR3ubYw,2015-11-06,17,17:13:52
06r1RV5YgiMyVopdR3ubYw,2016-03-10,21,21:32:19
06r1RV5YgiMyVopdR3ubYw,2016-03-28,1,01:33:24
06r1RV5YgiMyVopdR3ubYw,2017-01-20,2,02:38:03
06r1RV5YgiMyVopdR3ubYw,2017-01-20,21,21:28:14
06r1RV5YgiMyVopdR3ubYw,2017-07-01,23,23:30:26
06r1RV5YgiMyVopdR3ubYw,2018-08-10,21,21:58:13
06r1RV5YgiMyVopdR3ubYw,2018-09-20,20,20:08:07
06r1RV5YgiMyVopdR3ubYw,2019-04-12,18,18:11:45
06r1RV5YgiMyVopdR3ubYw,2020-02-13,21,21:36:04
079-vqma0bAclgFcoMTWkA,2011-04-17,19,19:03:11
079-vqma0bAclgFcoMTWkA,2013-08-29,20,20:45:22
079-vqma0bAclgFcoMTWkA,2013-10-22,0,00:24:02
079-vqma0bAclgFcoMTWkA,2014-01-18,17,17:44:35
079-vqma0bAclgFcoMTWkA,2016-04-21,16,16:17:46
079-vqma0bAclgFcoMTWkA,2016-04-26,17,17:23:37
079-vqma0bAclgFcoMTWkA,2016-04-28,15,15:40:35
079-vqma0bAclgFcoMTWkA,2016-05-03,17,17:14:03
079-vqma0bAclgFcoMTWkA,2016-05-09,19,19:26:53
079-vqma0bAclgFcoMTWkA,2017-04-21,19,19:56:34
079-vqma0bAclgFcoMTWkA,2019-11-21,12,12:56:49
079-vqma0bAclgFcoMTWkA,2020-05-01,16,16:18:58
079-vqma0bAclgFcoMTWkA,2021-01-17,19,19:36:49
079-vqma0bAclgFcoMTWkA,2021-09-06,14,14:23:53
093PLiKhTQxMvf7ZrXurgg,2011-04-02,20,20:17:45
093PLiKhTQxMvf7ZrXurgg,2011-12-15,19,19:50:28
093PLiKhTQxMvf7ZrXurgg,2012-07-30,13,13:59:11
093PLiKhTQxMvf7ZrXurgg,2012-08-06,13,13:39:10
093PLiKhTQxMvf7ZrXurgg,2012-10-27,16,16:46:47
093PLiKhTQxMvf7ZrXurgg,2012-12-19,12,12:05:10
093PLiKhTQxMvf7ZrXurgg,2013-01-03,21,21:20:55
093PLiKhTQxMvf7ZrXurgg,2013-01-29,13,13:37:08
093PLiKhTQxMvf7ZrXurgg,2013-04-08,20,20:10:53
093PLiKhTQxMvf7ZrXurgg,2013-06-17,20,20:26:47
093PLiKhTQxMvf7ZrXurgg,2013-06-20,1,01:57:55
093PLiKhTQxMvf7ZrXurgg,2013-06-21,13,13:51:28
093PLiKhTQxMvf7ZrXurgg,2013-06-23,19,19:16:31
093PLiKhTQxMvf7ZrXurgg,2013-06-26,11,11:29:11
093PLiKhTQxMvf7ZrXurgg,2013-06-27,11,11:29:19
093PLiKhTQxMvf7ZrXurgg,2013-07-03,0,00:33:03
093PLiKhTQxMvf7ZrXurgg,2013-07-07,21,21:06:43
093PLiKhTQxMvf7ZrXurgg,2013-08-12,22,22:59:14
093PLiKhTQxMvf7ZrXurgg,2013-09-03,20,20:29:22
093PLiKhTQxMvf7ZrXurgg,2013-11-23,16,16:56:43
093PLiKhTQxMvf7ZrXurgg,2013-11-23,16,16:57:29
093PLiKhTQxMvf7ZrXurgg,2014-01-27,21,21:23:28
093PLiKhTQxMvf7ZrXurgg,2014-02-10,19,19:30:40
093PLiKhTQxMvf7ZrXurgg,2014-02-22,21,21:45:15
093PLiKhTQxMvf7ZrXurgg,2014-03-10,20,20:12:59
093PLiKhTQxMvf7ZrXurgg,2014-03-22,13,13:11:04
093PLiKhTQxMvf7ZrXurgg,2014-05-27,21,21:45:58
093PLiKhTQxMvf7ZrXurgg,2014-06-09,22,22:41:08
093PLiKhTQxMvf7ZrXurgg,2014-06-16,20,20:11:20
093PLiKhTQxMvf7ZrXurgg,2014-07-07,22,22:11:21
093PLiKhTQxMvf7ZrXurgg,2014-07-19,1,01:03:07
093PLiKhTQxMvf7ZrXurgg,2014-07-21,16,16:19:57
093PLiKhTQxMvf7ZrXurgg,2014-08-04,21,21:51:44
093PLiKhTQxMvf7ZrXurgg,2014-08-06,12,12:27:02
093PLiKhTQxMvf7ZrXurgg,2014-08-11,15,15:35:17
093PLiKhTQxMvf7ZrXurgg,2014-08-14,23,23:07:58
093PLiKhTQxMvf7ZrXurgg,2014-08-17,13,13:21:35
093PLiKhTQxMvf7ZrXurgg,2014-08-24,15,15:39:21
093PLiKhTQxMvf7ZrXurgg,2014-08-28,23,23:33:37
093PLiKhTQxMvf7ZrXurgg,2014-08-31,13,13:27:20
093PLiKhTQxMvf7ZrXurgg,2014-09-01,15,15:11:35
093PLiKhTQxMvf7ZrXurgg,2014-09-22,0,00:07:58
