user_id,business_id,text,date,compliment_count,hour,time
MfJkJhp0QLbavUJYz3rlLg,JFDMgsEwYYdRlHBuouiLww,Closes at 4:(,2011-07-27,0,21,21:25:29
vXdc_w0RKik0triIaRFnSw,SxPvOVLC4712u0iOxOSduQ,Never had a problem,2017-03-17,0,8,08:19:28
-G7Zkl1wIWBBmD0KRy_sCw,_H1go9xWaMFqxZcuu70c5w,"Great customer service. I needed a Chase credit card verified, and they handled it smoothly even though I am not a customer of this bank.",2015-01-30,0,18,18:54:55
Sd357RRT7uLQ3v52aQaLqw,v7p5tXAdbk9b2HTPY3uB1w,Tellers are really slow.,2014-06-13,0,18,18:23:51
B-aHkIXUY0IgoItQn4F7uw,DoaSj7vb7WJWwQyUzKyeHQ,"Always a sale going on here. Don't pay full price, ask what the sales/deals are!",2012-04-05,0,14,14:43:06
I2XpWCHAom1JRyHXZQrnfg,w8z73BP7yRkIAlxbIKR_4Q,Hate this bank!,2016-05-24,0,19,19:30:48
AW2cimP0kAlKiNs4iEwa7A,YEQh4F5rDIQFKdUvSIVuWg,Good banking! Location usually has short lines and plenty of lanes open!,2013-12-26,0,20,20:46:38
HuB6-5n480bnhtV6SHGUgQ,hnfBavNWNVpgwuU2ZXPWRQ,No envelopes required for depositing money at the ATM. Just stick your cash in and it automatically counts it. Amazing!!,2014-09-14,0,7,07:01:53
fLhc4AVfVOnbQcSqUq1Eig,_05DcCQmCP5aGnfCnI4r9Q,Outstanding!!!,2018-01-23,0,17,17:37:54
M36aMuK9Pnmgb5g6KsJChQ,T5P-advxdp2IQX-xRBuJdg,The tellers here are so friendly.,2011-05-20,0,23,23:36:32
qubY1K71GWDWbQjTOxGz2w,gGrL6O7HKyghr-gqKYePUQ,Getting cash for the weekend...,2012-07-27,0,15,15:34:36
jFwmTDDGODigXn4UEx8Psw,NKttgdF-YJn8TPUry_IqMg,Find a different bank.,2015-05-15,0,19,19:33:38
TYwQtORbORzcX22xdYBx1g,2XPqwrgpz5SBPZ0me8r-lQ,Super nice branch.,2011-05-05,0,16,16:25:04
WNIPon9l15nHRgj_bT6v6g,q9m7CEQBF7YyquljJ__JzA,I cannot seem to find a time if the week or day where I'm not waiting in line for 20 minutes :/,2013-12-30,0,22,22:26:29
AaJ9d4OrFmgc4S_U2QiSZg,BX9adreSDBoANEwhPvenEw,It's time for a disaster simulation exercise,2014-09-04,0,18,18:55:16
FewOog095KFPHUNVxCIncQ,Ln5YYVrJWLXh5dFFK4jtTA,So nice,2013-12-10,0,22,22:59:36
s8C7D6o_KI199rZYSFWjKw,olL97c3cnkBB_pp1ndpFEA,Drive thru ATM.,2014-11-25,0,20,20:01:49
RKULSOrIvvYpDmtuYXEXzA,iiwbC-2gHnTd_SlJ8HlPog,I've been a member for over 20 years....an overall good experience.,2015-02-26,0,16,16:25:02
piAZcrkS1Q_DOV7NjSoSMA,_05DcCQmCP5aGnfCnI4r9Q,Love ING,2012-04-04,0,20,20:36:01
qSzQAYPg87134iPasWOMxA,WnNtYpuxOtAjOY0leZLueg,"Next to Meadowood Mall, off Neil and McCarran",2011-12-31,0,19,19:34:14
e67fm29pOiQUcPSltCAHVA,C-s8kUf6vlcidlU6bqEbXQ,This branch offers 2 -24hr AtTM's for convenience,2016-07-31,0,1,01:41:39
coQz4TPdIKiCsNjWiCRGng,_05DcCQmCP5aGnfCnI4r9Q,Really good coffee and friendly staff!,2015-02-02,0,18,18:21:52
3KSZIUQjmcwn3IqmZEABdQ,pX_oxSP0CMBLSSA4qwF5hw,Try investing instead,2015-02-14,0,2,02:06:08
rUOOX9hBxHK7i4T561Bntw,MmLt5zeXj3X-k7j7wCGnWA,A bank's a bank to me the employees are very nice I just don't like banks.,2013-12-05,0,0,00:24:19
MBuUnl4HXEUmXHV-UEwfZw,oSzwBAJ1UtnLV380G80SWQ,"Today was a good day at GTE! Haven't had one in a long time. Kathy was super helpful and pleasant . Closed all my accounts because I no longer care for their poor customer service and automation, lack of privacy and a horrendous previous incident with a manager. To their credit he is no longer with the company. Thank you Kathy, for restoring some faith in GTE.",2016-06-14,0,13,13:25:52
aZXnHefHQJuAOMpe27R6oQ,YjukSGxRpBfSMJT3zj7fiQ,Avoid Fridays.,2011-09-30,0,21,21:36:49
Wme_XX7CkO7hv8H2SPMWlw,R-HCwu9UbasUudG1yTM1Ow,Slow customer service at this branch. Rittenhouse branch is much better.,2012-04-04,0,16,16:30:17
uIv-QohIyddQA6JMXWsaTA,S7yd9wWr52Yb3zNUnWGDKg,Love they close at 6:30 pm on a weekday! Compare to the circle city post office that closes at 5 pm.,2016-08-17,0,23,23:18:09
MzMiliqLxY1cp8SgzL8b8Q,pC2ZuMHyCqgNZbizjWBlXg,"ATM does not now and rarely works for deposit. Seriously!?!!!??! It's  an ongoing problem. No number to call. Tellers say they will report the problem, yet the problem persists.",2018-05-02,0,13,13:00:48
ZXCGLSEIJfV_g_MbDs4CYQ,sXxZ2B4U3sOBIJMVsnai8Q,"ATM with high fees, ugh",2012-10-21,0,21,21:25:44
RKULSOrIvvYpDmtuYXEXzA,FC6ef4rMMZKNov_-A9M6iQ,Real estate bill paid.....helpful staff.,2015-03-24,0,16,16:58:22
vZWNh7DMwYVgz3sz-JudwQ,1K0DNc5JkxLxfR9h7nZ7KQ,Financial center,2016-05-14,0,13,13:13:16
4e0n83yJreVE63cT5HmHSQ,tCgsTTMZugzFN5Tt1h-4Vw,Need a meeting room..they will allow us to rent a meeting room as long as ur not selling anything.,2016-08-19,0,18,18:07:05
JLfp1PxNPI_8sGukOFfnhw,rWBE1binddcwNf-Dz5wM6Q,Get one of the new basketball duckies!,2012-03-18,0,23,23:37:51
on7SZ1bo46GKbaVqLIAWhQ,OA_GnSjyU57xphXUkwVx7g,Everyone is eligible for an account here no matter what your credit score or Chexsystems record is. Come in and open an account for $1!!,2011-10-10,0,15,15:46:42
E_9Mix_1Z2njw4ct7VRCGw,rEb465FzKnEh229dxuBHtw,Now Wells Fargo !!,2012-06-09,0,4,04:40:33
ATu_c2Rl0uJfVlDTL7zW-w,9txN6DaP0Il4C3Ogieu9Fg,Excellent coffee inside the branch and nice drive thru with live teller action.,2012-07-27,0,19,19:13:55
MUBoVv-Z50T4FwhZKc-z8w,gg31F5tXUIe05Yn5YW7s9g,"Bank always amells bad, like cleaning fluid, Yuuuuuuuck",2016-05-26,0,16,16:41:39
T__CyGS2hC3fq51vGXv9YA,u_5paGLgx4dHsl_iBYf2Ow,So sooooo slow,2016-01-27,0,17,17:55:33
5V_-CW1jMhVvhNjrSDC9bQ,UwyyUXtWRssLgBH6I1-U4w,Drive-through on Fridays it is The fastest way to take care of your business!,2014-10-03,0,18,18:56:50
xyad5PXaHTdKrdNClXbMqQ,6eKWeZJAuO6CDtH2SCXNDA,"TD Bank holds charges in hopes that their account holders will overdraft.
Hi George Orwell.
1
9
8
4",2013-03-08,0,6,06:20:17
uIKD7cJF4ZWkicin2ulWPg,iUbEzrvaq74ET-SAEayRzw,"At 1:33, you'd expect it to be empty, right? Guess again.",2013-06-18,0,17,17:34:05
hCBKnwAKN0hcu6OTzuCAEw,S7aSpY5VcuexPVDWd1SGAA,Can't notarize a last will & testament!,2015-02-02,0,21,21:03:23
kKPbWlBjpSL3Qzvtn_AaPw,kEoXo5U2FFCf4PX70xu4Dw,Don't use this ATM close to or after dark.,2012-10-20,0,1,01:49:27
pV-zk27LoaY3sQiSr9kImg,x2UyXwz4Ox-PhhwJSCjSrw,Beautiful bank. Excellent service,2016-02-15,0,21,21:17:52
mtWIYwn7TJqETrn5Ot_miw,eox0eTlcTFf1Txwor-b6DA,Finally a cookie!,2011-07-14,0,20,20:24:09
AznsQ60apcdmn4klSTpwtw,VFPbgLrFAzVm5O4aoWqVCQ,ATM lines are always so long and slow,2012-06-20,0,0,00:43:09
eb-J5oS73TxRSHT6W--k_g,RaudZPPMftkimn3jgw5D2g,F you BoA! Closing the accounts and moving to a local credit union.,2012-05-31,0,21,21:36:45
vbSmqQBI2udvdpKoRu5_gw,32dPMAa3vC1eeih8ZfGCIw,Always a line in the afternoon. Try to do your deposits at the ATM because otherwise you'll be waiting a while.,2011-05-07,0,15,15:41:38
tQ6HM9ldSsYbuPugPUr-gw,S7ISxkEZrgcsQpNKTvdyNg,Great Christmas parties,2013-09-06,0,17,17:31:03
005GchcM1HWBH3SFKrIxBA,Y_muuXQkrV37eTWbsf8eYA,Boo- the parking for this branch is terrible! Got here just as it closed :( now we have to go to another branch that's stays open later!,2012-06-14,0,22,22:09:36
hDAHaykkmgH_nxMFV_VgGQ,crfi3f9kQOUyqW5njfVSHw,"Put you money in your mattres, you won't be feed or charged to death by your bedroom...",2016-04-21,0,2,02:08:20
bDCCzWxv2fU-z7eeaFzKxQ,_05DcCQmCP5aGnfCnI4r9Q,Also the best notary in town.,2012-03-20,0,23,23:21:31
TfkQBgL65nl4-TeHhNKxoQ,v7p5tXAdbk9b2HTPY3uB1w,I totally agree the reviews from the previous review,2015-05-23,0,16,16:54:50
pCpZ6KF0vCOF3fyj9W8iMg,k9TX0DT-WNz2S741tiwSSA,Very convenient and rarely a wait for drive up service,2016-03-24,0,16,16:38:19
VWm4wgG0-Ca0ANLI_Eb6JA,c9-Cl0kEGKAWA4GUcqePfA,They have a coin counting machine!! It counts your change for you if you have large amounts of change it's great,2012-05-19,0,18,18:41:28
klka4cqPdI3dzwWY-vfufg,Q1-bq8MLTht0lqFx_pYuKg,Great online banking program!,2013-05-24,0,1,01:39:00
LtJxmoloS4nMGW9fV2pApw,JWvEFTjToXfHWV4YMWQegg,Why did yelp ask me if this place accepted credit cards?,2014-07-04,0,5,05:15:42
__QLyY_W06q10ZfBQg7Dcg,OkFRDC0QbaGO7EmQl2tvmQ,"Hi people - there is this option called ""Fast Cash"" - learn how to use it and save some time for both you and I...",2014-08-01,2,21,21:19:01
bDCCzWxv2fU-z7eeaFzKxQ,_05DcCQmCP5aGnfCnI4r9Q,Yay this!,2012-10-03,0,20,20:42:40
SVO8tY3ryARNFb_bX4VVBg,4xtj2p26iEReV5VQQcbusQ,The best branch in SB!,2014-03-24,0,18,18:33:24
aZXnHefHQJuAOMpe27R6oQ,YjukSGxRpBfSMJT3zj7fiQ,The longest wait everrrrr! Ahhhh! You guys do not deserve a honk from me!,2012-02-06,0,22,22:51:12
_PA6seBirZQmgHEmVgPigQ,GCOwm7w2srfWWMHHL9sHEg,I avoid this branch like the plague but not for why you'd expect. The employees are GREAT but just overwhelmed by the traffic. Always a terribly long wait for me.,2017-01-03,0,19,19:05:05
X1nvKXUJ5Lp3W9Oe-_JrMQ,_05DcCQmCP5aGnfCnI4r9Q,I still call it ING Cafe. #justsayin,2013-08-24,0,0,00:17:53
dgGUKdOh2a01OwLw1qgfDw,_MuZx7vVuHKQJWkM87b4EQ,The ATM metal buttons are annoying and the driveway entrance on Blakemore (31st) is so confusing. Wish they would fix that.,2013-12-03,0,3,03:13:20
FQ-zmWPEG_pjSQx6pt3Efw,XJxumy6oZFo2fkPwAIqjpw,Quick and fast ATM stop!,2012-06-18,0,2,02:44:03
WCgNuSdiioGdO4LSbiPU3g,2acyZejW-dTCEYiXtYUAtg,Wont be here long. Switching to a credit union asap!!,2011-10-06,0,23,23:11:59
WHaISgEzqLJDfZ6EmiqOaA,fKueVH4hZbXLjo4mBSD-2g,Opens at 9am on Wednesdays.,2014-09-20,0,0,00:00:33
8rFBRygifIKwtObi18XbbA,QsTkV1GYcusaGZDT4G1y3A,Notary services are free for customers.,2013-06-26,0,22,22:40:16
wAgg_B9OQzL8_UF8ozu1eQ,0ImmVc9hhU-j7_Fcr2HJuQ,This is not a user friendly credit union.,2013-02-20,0,16,16:49:33
OYybKmmoXfh0c6TolEUL-w,c040XmbZfcVErLOj6FIv0g,Getting Euros',2011-07-26,0,20,20:31:13
28czGJuEAphyc_Vw8cJN6A,kfcTjikmBxLnlQRucYTogw,commercial with rich rod is terrible.,2013-09-15,0,3,03:50:21
wZ_44K1tBBMkERoSIpvgXA,KFv6cNH81TwkVnaeMJGIBQ,Getting some money! No problem here!,2013-08-14,0,9,09:33:43
Ase_kJIYuT6yOsqqVPuWUA,jhA20KJajtWPuduOtsmcBw,Coin machine is free for account holders!!!,2014-10-24,2,15,15:12:04
gs0dNGac_01UWK_bXrYilA,y-x03xCWvT07MCObuRg02w,"ATMs do not reject post dated checks, beware if you are writing one, it will automatically process and you may be subject to a fee!",2016-08-31,1,20,20:30:08
JxA595MQSkNqzSfMXYWatw,nhCPGaboJ0kCXG8ZI7VgjQ,Your ATM never works. Why is this so hard??,2012-04-06,0,20,20:48:11
UHmMIHvbZwiM_63x_v4_Tw,BO3fI2WDyv4sFEgsTud-MQ,They have a walk up and insert your card ATM for safety,2013-03-23,0,17,17:30:30
h1asb1oqRy5rM25I-QoA-Q,hX90I_sT7O2sXbZas6H74A,The tea they give you is fantastic,2014-05-11,0,17,17:52:42
MvOXPiqRr9IjqVtwC5mUNA,K7kSAU00L6jNLuYXKemZCg,"Add 15 minutes to however long you think your banking will take. Not enough tellers, and zero sense of urgency from the staff.",2013-11-26,0,14,14:18:08
2wFaknxNjDef149z2rNzFg,2U6XkLQmwoVlV1TPTgYOmA,"They do have spending limits on debit cards, so be sure you're informed. I've never had an issue with them increasing it, but plan to call them about it before your big purchase!",2017-10-11,0,22,22:30:26
ASLIke5kbn7Z95wT_otaUQ,lrSR__kBolSGBOLyR5cHXA,Great staff!,2012-09-04,0,17,17:33:24
hwzrnwUiqJUHSN_Gmpp4pA,XvQENu9xZkwUgMTbWMl86A,Free student checking account!,2013-11-16,0,5,05:00:43
on7SZ1bo46GKbaVqLIAWhQ,RWNBO38Q9qbfataCJYOpAQ,Fill up ur night deposit slips for the love of god!!!,2011-01-22,0,18,18:41:27
ecGLcYkcEPYf6FkwcW3__g,HG8gshWMFgzRJ7p5IToBMQ,Thank goodness for their drive thru options! Quick and easy!,2012-05-10,0,17,17:32:22
JsmxNqjfPN_4RT7CpauUHw,rErcCh6baqUXkJUbGJZb5Q,Free coin counting for customers,2017-06-22,0,13,13:03:23
yqa2qWN6acpmDuDL3U61UA,hyqdZ3k5bDBs4dOygWRrsQ,$5 fee for money orders and $10 fee for cashier's checks.  Not all banks charge these fees... just saying.,2016-09-14,1,14,14:20:05
WHaISgEzqLJDfZ6EmiqOaA,_drp49yEPo7bN9CeCPWM3w,Located on the 3rd floor!,2015-03-13,0,5,05:14:53
BQcrNT1SDxjyDWa9Owymjw,_05DcCQmCP5aGnfCnI4r9Q,Great prices and relaxed atmosphere. This place is unique in that you can get a drink and/or talk finances.,2014-06-07,0,18,18:32:56
pwLfMRksYZhALvSn38x8fA,U4unTh0GnXSUJ8zgZkWv0A,Financial bankers were very helpful,2014-07-03,0,21,21:03:08
RIXIoCTafjr1auUJkV3fLg,6CtVMiaq77qzt74TOnbdOw,"Ask for the bank manager he is very friendly and helpful. Also, the credit union opens at 10am M-F.",2014-04-29,0,18,18:19:40
KwRH-AC-R077WT4pfkiYLw,8L37-uu7vDJzJ1tSldg_vQ,No drive up ATM no wonder people keep getting robbed,2013-08-15,0,22,22:05:49
-KduD3wwydWDq2GrODh2tw,MFlPmdwoqOJCK9SLeaofwQ,ATM down again.,2012-03-06,0,18,18:07:06
ylE_w4QR7JCz9cr9ub9l3A,SxPvOVLC4712u0iOxOSduQ,I can't speak on the service here but their Christmas lights are ALWAYS ON POINT.,2017-12-20,0,2,02:45:47
M36aMuK9Pnmgb5g6KsJChQ,cRn_vN7tSIsfYgOIz-K3wg,I love the new ATM's.,2011-01-04,0,19,19:27:35
_qRphMRxUzp_Vjk7ZIjWBA,n4vP4Tyu5_kBaHv-UEE99A,This location takes cash! Thank you Jesus!,2013-04-18,0,2,02:43:14
h8l7bu1MW6V6I3KOaLbMzw,HUhTD_RXSVX0HS9VveXDsQ,Why is there no drive-up ATM??,2010-11-30,0,18,18:45:28
hDRGivuKGsWEMSLvAMxyOw,danrUx6V6o68nAybLhrJ7A,Their coin machine charges a 7% fee.,2013-10-11,0,20,20:07:14
bDCCzWxv2fU-z7eeaFzKxQ,6eKWeZJAuO6CDtH2SCXNDA,Boo. Three dollar ATM fee.,2012-10-26,0,17,17:10:27
AGNUgVwnZUey3gcPCJ76iw,danrUx6V6o68nAybLhrJ7A,"Actually at the branch right near. Waitin to talk to some1, long wait due to holiday yesterday. If you can come durin the week, prob better.",2011-11-12,0,17,17:59:18
mvkipbO_aZoaR5CjBqolTQ,NkQOAiLJ9gHiAZKabAFv9w,"Bank does not carry cash, so if you need to make a deposit you can use the ATM for your banking needs.",2016-10-08,0,3,03:49:40
dVdXaBCmgT_DhbqQYNiaFw,z3lPm4SpTdjc-tpQcOfg9Q,The staff at this branch has always been very friendly and helpful.,2011-03-17,0,0,00:15:17
MUBoVv-Z50T4FwhZKc-z8w,gg31F5tXUIe05Yn5YW7s9g,"Lobby sleays smells like cleaning solvent, gives me a head ache.",2015-02-20,0,3,03:12:37
xWR-GSPPlt7taGuM1vk_0g,kY4WZSCsDMgphDTf3gNrqw,Terrible hours.,2011-06-28,0,20,20:44:49
LPQBCLsfVVjZh_TbqRqGWA,z3lPm4SpTdjc-tpQcOfg9Q,The Drive-Thru ATM's always have an issue that keeps them out of order.,2014-11-25,0,17,17:47:57
Wme_XX7CkO7hv8H2SPMWlw,SGgIG1tHt54VQe0kTL7-zg,Understaffed - don't come here if you're in a hurry,2011-05-06,0,20,20:51:49
4wFZgzj4DXB3Mn7Q1WLhXg,jals67o91gcrD4DC81Vk6w,Not the most convenient access given the one way grid downtown,2011-10-28,0,21,21:11:25
hfB5vHwP-2eFOzpEpxtFbQ,_05DcCQmCP5aGnfCnI4r9Q,"If you have a Capital One card, you get half off on all drinks!",2014-08-11,0,17,17:06:32
TUR21jv1-_GCwmeO3ouOBg,T2Lsvx4pdHKUsy5FA45VuQ,They have a drive thru ATM.,2012-01-27,0,3,03:33:00
O1_mLC0sVAS2RqsfPZTiXg,6CtVMiaq77qzt74TOnbdOw,Auto loan rates are 3.99%.,2011-08-04,0,17,17:12:40
Pj7oG3izwwQrTQi07PBkyw,UZ1d5FQpwO_b04vWcThbDw,Only drive thru ATMs,2013-04-19,0,21,21:15:17
E_9Mix_1Z2njw4ct7VRCGw,rEb465FzKnEh229dxuBHtw,"I live across the street it is Wells Fargo, God Damn It! Not Wachovia!",2012-06-12,0,0,00:35:42
VKlMBA6qX6JTXVRR-tTjSg,jCL2EiHaRyUg6YLOKIhrDw,One of the best boa's I've been to.,2013-06-13,0,18,18:01:14
I2XpWCHAom1JRyHXZQrnfg,w8z73BP7yRkIAlxbIKR_4Q,Inside sign,2015-05-27,0,18,18:03:21
e67fm29pOiQUcPSltCAHVA,5jGtk31DUAyW0gpe_7cO5g,Like the fully interactive touch screen ATMs,2016-08-13,0,15,15:39:00
Furcy6vV9If5NAniLuI1XA,2acyZejW-dTCEYiXtYUAtg,I love this Wells Fargo branch! Great customer service!!,2014-10-14,0,17,17:03:29
Ase_kJIYuT6yOsqqVPuWUA,CHmd8_3x4O2ZyC7mVsDSXQ,Newer BRANCH MANAGER... I'm feeling good abt this branch #hopeful,2016-11-18,0,15,15:19:48
bqbA37QQyPerN5gcrQSecw,yJRWfrf2VnczD43dW-EE3A,"Easy, helpful and quick services",2012-01-27,0,20,20:06:09
piAZcrkS1Q_DOV7NjSoSMA,_05DcCQmCP5aGnfCnI4r9Q,Very inexpensive if you have an Ing checking,2012-03-27,0,14,14:19:43
SYZVCsBMVHmhGRcdvNvA8w,0gBR11Mcjzxp_STvT3GEUw,Don't forget your checkbook,2016-09-30,0,23,23:10:52
E_9Mix_1Z2njw4ct7VRCGw,rEb465FzKnEh229dxuBHtw,"Personable and Caring, and right across the street, too; if you are looking .",2012-08-16,0,14,14:37:34
mKBl4fAqTfNts7B78aOPVg,AuIoo6kkSP2NaUq6GK-umQ,This is fancy.,2013-01-03,0,16,16:54:55
C2bDPpKH1HXAJb53SkKn-Q,KubXxIiHWbCbIiZ4Ax9LaA,"Not a fan, for so many reasons.",2016-05-22,0,1,01:54:09
v_9Hqo7RsFP6wUx5Fk0Ukg,8W-dtuNrztY6LygxQ67mxA,Racist company. Dont call for an extension. They will totally embarrass you. Dont do business with this company. Biggest mistake of my life. The people in collections have the worst attitude.,2013-11-04,0,15,15:32:58
kKPbWlBjpSL3Qzvtn_AaPw,kEoXo5U2FFCf4PX70xu4Dw,"I figure, as long as you have an account with Chase, the parking lot allows for a safe & convenient cut-through to Claiborne Avenue.",2013-07-29,0,14,14:13:26
KzM2kLwCcilSbeQX0JUx0g,87telnwfX3rIzP_ivQEURw,dirty atms!,2011-08-22,0,7,07:50:20
hDRGivuKGsWEMSLvAMxyOw,6CtVMiaq77qzt74TOnbdOw,No coin machine here; have to go to Speedway & Alvernon.,2013-10-10,0,18,18:25:50
VL12EhEdT4OWqGq0nIqkzw,fdSTabouuI9eAPXlJuK1XA,Juan is the Maria,2017-08-24,0,16,16:16:35
lAjldaKYbyAJDTXq8gmOTg,_05DcCQmCP5aGnfCnI4r9Q,Great big windows!!,2011-02-27,0,21,21:48:36
xyad5PXaHTdKrdNClXbMqQ,6eKWeZJAuO6CDtH2SCXNDA,Turn down the heat! Shoot.. Turn OFF the heat!,2013-05-14,0,20,20:42:54
e67fm29pOiQUcPSltCAHVA,C-s8kUf6vlcidlU6bqEbXQ,Vanilla Bean or Vanilla ?  At the window he says I don't the difference I don't drink that crap,2016-08-08,0,17,17:23:07
t8OR3LyOiQeuciKoTGVq9A,gn44fzqT4LSuBCnTU-J2Aw,"New manager, new staff now...",2013-10-11,0,17,17:14:04
mWZ0BykjPxK9gVuLs4UW9A,Y_muuXQkrV37eTWbsf8eYA,Ssslllooooowwwwww,2014-10-17,0,14,14:05:15
0Igx-a1wAstiBDerGxXk2A,8XDIA0Ro9VWF7QSOJf6InQ,Now charging fees at the atm for other credit union customers,2012-03-31,0,18,18:01:40
iFdjiVwggCINnRiRALKMXA,_05DcCQmCP5aGnfCnI4r9Q,Super friendly and helpful staff. Absolutely worth it to sign up and get the discount with their ebanking card.,2013-10-11,0,3,03:11:07
FuQhthi1rfpFc4FR7YZTLQ,G_fI6-Sgp-oSSG15GFkJ4w,Notary services....ask for Heather Hopes-Mars,2015-02-20,0,17,17:23:00
MfJkJhp0QLbavUJYz3rlLg,87telnwfX3rIzP_ivQEURw,Close at 4,2011-07-27,0,21,21:27:04
NkPZOzgxW4jU0kygcgVBlQ,Nys0pd52lpDumfinmfg_HA,I've given them a lot I chances.  It's just been inconvenient.,2014-01-18,0,0,00:41:25
EDuIorJbeoSNLpGgCHI2dA,2pVF6y4ulOVXI6ZjZgRp0g,Very slow. It takes forever to get help,2016-12-12,0,15,15:21:21
wLFuvZ59HGUJZ3QBgqlmAg,2Uomz5XjAeqr0-e_lFq60g,They close lobby hours 3pm Sundays. Not so convenient if you ask me.,2014-12-21,0,20,20:54:46
